year,make,model,condition,odometer,sellingprice
2013,Chevrolet,Suburban,38.0,59983.0,31200.0
2013,Chevrolet,Silverado 3500HD,44.0,23761.0,45750.0
2013,Chevrolet,Camaro,43.0,21619.0,42250.0
2013,Chevrolet,Tahoe,41.0,60471.0,32401.0
2013,Chevrolet,Tahoe,36.0,55793.0,32800.0
2013,Chrysler,200,28.0,56184.0,30700.0
2014,Audi,A7,44.0,19281.0,50000.0
2013,Ford,Explorer,48.0,20500.0,35000.0
2013,Ford,F-150,49.0,39677.0,34600.0
2013,Ford,F-150,5.0,53302.0,34000.0
2013,Ford,F-150,36.0,35588.0,36900.0
2013,GMC,Sierra 2500HD,38.0,33261.0,36600.0
2013,Lexus,RX 450h,49.0,24222.0,36500.0
2013,Lincoln,MKX,41.0,16551.0,31400.0
2013,Lexus,GX 460,5.0,16238.0,42500.0
2013,Lexus,RX 350,43.0,23419.0,34600.0
2013,Lincoln,MKX,43.0,29498.0,32500.0
2013,Maserati,GranTurismo Convertible,49.0,8509.0,85000.0
2013,Mercedes-Benz,S-Class,48.0,15739.0,54300.0
2013,Mercedes-Benz,S-Class,27.0,19321.0,49800.0
2013,Mercedes-Benz,E-Class,49.0,30275.0,33000.0
2013,Mercedes-Benz,S-Class,27.0,23458.0,48200.0
2013,Toyota,Tundra,29.0,16335.0,33600.0
2014,Chevrolet,Silverado 1500,43.0,22882.0,31700.0
2012,BMW,6 Series,44.0,25311.0,48750.0
2012,BMW,X5,5.0,38864.0,37800.0
2012,Ford,F-350 Super Duty,41.0,67199.0,32600.0
2012,Ford,F-150,44.0,54169.0,31250.0
2012,Ford,F-150,48.0,29359.0,33900.0
2012,Ford,F-250 Super Duty,48.0,46418.0,40300.0
2012,Mercedes-Benz,CLS-Class,33.0,65380.0,37000.0
2012,Mercedes-Benz,GL-Class,37.0,41234.0,45000.0
2012,Mercedes-Benz,M-Class,28.0,20708.0,32800.0
2012,Mercedes-Benz,M-Class,24.0,31260.0,33400.0
2011,Audi,Q7,44.0,31750.0,36500.0
2011,BMW,M3,42.0,37316.0,37600.0
2011,Cadillac,Escalade,39.0,46375.0,37000.0
2011,Ford,F-350 Super Duty,27.0,93917.0,31500.0
2011,Ford,F-150,44.0,46405.0,30700.0
2011,Ford,F-150,43.0,30172.0,32300.0
2011,Ford,F-150,48.0,33062.0,32000.0
2011,Ford,F-250 Super Duty,44.0,65553.0,35800.0
2011,Ford,F-250 Super Duty,36.0,45195.0,39900.0
2011,Ford,F-250 Super Duty,44.0,121930.0,31100.0
2011,Land Rover,Range Rover,42.0,45273.0,40700.0
2011,Mercedes-Benz,GL-Class,38.0,65416.0,33500.0
2010,BMW,7 Series,36.0,12395.0,32000.0
2008,Chevrolet,Corvette,44.0,29746.0,38700.0
2007,Lamborghini,Gallardo,42.0,19908.0,107000.0
2015,Chevrolet,Suburban,48.0,10435.0,44500.0
2014,Ford,Expedition,46.0,33996.0,30800.0
2014,Ford,Explorer,41.0,21879.0,32500.0
2014,Ford,F-250 Super Duty,42.0,16780.0,48000.0
2015,Ford,Explorer,5.0,14.0,32000.0
2015,Ford,Explorer,37.0,15806.0,31500.0
2014,Honda,Pilot,49.0,4294.0,34700.0
2014,GMC,Yukon,42.0,29361.0,44500.0
2015,GMC,Acadia,37.0,14167.0,31500.0
2014,Jeep,Grand Cherokee,44.0,32063.0,31000.0
2014,Jeep,Grand Cherokee,5.0,21967.0,34900.0
2014,Land Rover,Range Rover,45.0,16865.0,87500.0
2014,Lincoln,Navigator,5.0,2473.0,44200.0
2014,Ram,2500,4.0,15136.0,36300.0
2013,BMW,3 Series,46.0,14560.0,31500.0
2013,BMW,X5,39.0,47766.0,32000.0
2013,BMW,5 Series,22.0,25787.0,32800.0
2013,BMW,M5,45.0,21338.0,62000.0
2013,Chevrolet,Suburban,35.0,52371.0,32600.0
2013,Chevrolet,Silverado 2500HD,41.0,41877.0,42800.0
2013,Chevrolet,Suburban,33.0,61378.0,32500.0
2015,Chevrolet,Silverado 2500HD,4.0,14524.0,41500.0
2015,Chevrolet,Silverado 2500HD,37.0,13629.0,35900.0
2015,Chevrolet,Silverado 2500HD,38.0,13514.0,36500.0
2015,Chevrolet,Silverado 2500HD,42.0,7070.0,36900.0
2014,Buick,Enclave,41.0,14530.0,36000.0
2014,Buick,Enclave,43.0,16935.0,31200.0
2013,GMC,Sierra 1500,45.0,30447.0,32000.0
2013,GMC,Sierra 1500,48.0,26345.0,34600.0
2013,GMC,Sierra 1500,5.0,15673.0,36700.0
2013,Honda,Pilot,47.0,21664.0,31700.0
2013,Honda,Pilot,4.0,27561.0,31000.0
2013,Infiniti,JX,26.0,18235.0,33000.0
2013,Jeep,Wrangler,47.0,20633.0,33500.0
2013,Jaguar,XJ,42.0,13918.0,45000.0
2014,Chevrolet,Silverado 1500,48.0,7854.0,44100.0
2014,Chevrolet,Silverado 1500,49.0,16513.0,35250.0
2014,Chevrolet,Silverado 1500,43.0,10862.0,31300.0
2014,Cadillac,SRX,46.0,23389.0,34900.0
2014,Cadillac,SRX,43.0,23943.0,34900.0
2014,Cadillac,SRX,44.0,21004.0,34800.0
2014,Chevrolet,Silverado 1500,49.0,14908.0,40300.0
2013,Land Rover,Range Rover Evoque,43.0,39005.0,32750.0
2013,Land Rover,Range Rover Sport,41.0,41352.0,46000.0
2013,Lexus,RX 350,38.0,31410.0,30700.0
2013,Land Rover,Range Rover Evoque,41.0,25968.0,35200.0
2013,Lexus,GS 350,47.0,20182.0,36000.0
2013,Lexus,GS 350,48.0,25135.0,32500.0
2013,Lincoln,Navigator,4.0,42861.0,32400.0
2013,Mercedes-Benz,CLS-Class,49.0,41671.0,63000.0
2013,Mercedes-Benz,G-Class,48.0,14272.0,118000.0
2013,Mercedes-Benz,E-Class,49.0,6219.0,31000.0
2013,Mercedes-Benz,E-Class,39.0,25967.0,31200.0
2013,Mercedes-Benz,GL-Class,46.0,62225.0,45750.0
2013,Mercedes-Benz,E-Class,44.0,25663.0,31500.0
2013,Mercedes-Benz,M-Class,42.0,22827.0,76000.0
2013,Mercedes-Benz,S-Class,37.0,26625.0,51500.0
2013,Mercedes-Benz,GL-Class,37.0,56831.0,50000.0
2013,Mercedes-Benz,S-Class,29.0,33385.0,46000.0
2014,Chevrolet,Silverado 1500,36.0,9702.0,37750.0
2014,Chevrolet,Camaro,4.0,2152.0,31000.0
2014,Chevrolet,Silverado 3500HD,35.0,54135.0,35000.0
2013,Porsche,911,41.0,12452.0,69000.0
2013,Porsche,Cayenne,47.0,13057.0,58750.0
2013,Porsche,Cayenne,43.0,28063.0,49400.0
2013,Porsche,Boxster,35.0,21900.0,41500.0
2013,Porsche,Panamera,4.0,35930.0,59500.0
2013,Porsche,911,43.0,10576.0,78500.0
2013,Toyota,4Runner,44.0,26558.0,35200.0
2013,Tesla,Model S,48.0,14238.0,65000.0
2013,Ram,1500,5.0,27078.0,31500.0
2013,Tesla,Model S,49.0,14645.0,71750.0
2013,Ram,1500,5.0,27845.0,33500.0
2013,Subaru,Impreza WRX,43.0,24549.0,32500.0
2013,Ram,2500,5.0,49023.0,42500.0
2013,Toyota,Sequoia,41.0,19439.0,49500.0
2013,Toyota,Tundra,44.0,27965.0,37500.0
2012,Acura,MDX,42.0,37649.0,31600.0
2012,Audi,Q7,42.0,20656.0,44000.0
2012,Audi,Q7,32.0,30463.0,41500.0
2012,Audi,A7,37.0,54966.0,37500.0
2012,Audi,A8,26.0,30586.0,42000.0
2012,BMW,3 Series,41.0,22293.0,30600.0
2012,Audi,A8,46.0,30828.0,45250.0
2012,Audi,S5,41.0,16684.0,36200.0
2012,Audi,A6,42.0,41037.0,31250.0
2014,Chevrolet,Corvette Stingray,5.0,580.0,61000.0
2014,Chevrolet,Corvette Stingray,4.0,12017.0,57500.0
2012,BMW,5 Series,39.0,36221.0,35000.0
2012,BMW,3 Series,47.0,45454.0,31250.0
2012,BMW,5 Series,43.0,22519.0,31400.0
2012,BMW,6 Series,34.0,28115.0,41900.0
2012,BMW,6 Series,45.0,26919.0,46000.0
2012,BMW,7 Series,36.0,36863.0,36750.0
2012,BMW,5 Series,37.0,34854.0,33000.0
2012,BMW,5 Series,39.0,31059.0,37500.0
2012,BMW,X6,39.0,27406.0,46000.0
2012,Cadillac,Escalade ESV,26.0,18128.0,43000.0
2012,BMW,X5,49.0,49539.0,34500.0
2012,BMW,X5,42.0,43548.0,41250.0
2012,BMW,X5,38.0,51379.0,34250.0
2012,Bentley,Continental Flying Spur Speed,39.0,15385.0,105000.0
2012,BMW,X5,49.0,36824.0,37600.0
2012,Chevrolet,Avalanche,46.0,38602.0,34600.0
2012,Chevrolet,Silverado 2500HD,41.0,31052.0,44100.0
2012,Chevrolet,Silverado 3500HD,38.0,29037.0,33700.0
2012,Chrysler,300,39.0,58798.0,32000.0
2012,Chrysler,300,44.0,36269.0,32500.0
2012,Ford,F-350 Super Duty,31.0,93891.0,30700.0
2012,Ford,F-150,28.0,38033.0,36500.0
2012,Ford,F-150,49.0,59681.0,32100.0
2012,Ford,F-150,43.0,37834.0,32200.0
2012,Ford,F-150,37.0,54259.0,42900.0
2012,Ford,F-150,28.0,29932.0,30600.0
2012,Ford,F-150,41.0,18467.0,44400.0
2012,GMC,Sierra 1500,48.0,37918.0,31500.0
2012,GMC,Yukon XL,43.0,71658.0,31000.0
2012,GMC,Sierra 2500HD,33.0,92707.0,37750.0
2012,GMC,Yukon,31.0,29503.0,40800.0
2012,Hyundai,Equus,41.0,37779.0,30600.0
2012,Infiniti,QX,38.0,22338.0,44000.0
2012,Infiniti,QX,43.0,75912.0,36250.0
2012,Jeep,Grand Cherokee,45.0,35282.0,42000.0
2012,Infiniti,QX,44.0,16710.0,52200.0
2012,Jeep,Wrangler,5.0,37730.0,32500.0
2012,Land Rover,Range Rover Sport,29.0,48831.0,36400.0
2012,Land Rover,LR4,39.0,31140.0,40000.0
2012,Lexus,GX 460,42.0,44282.0,34500.0
2012,Land Rover,Range Rover Sport,44.0,18751.0,46900.0
2012,Land Rover,LR4,42.0,18651.0,44000.0
2012,Land Rover,Range Rover,35.0,45674.0,43000.0
2012,Maserati,GranTurismo,36.0,47291.0,69000.0
2012,Mercedes-Benz,M-Class,41.0,47158.0,34000.0
2012,Mercedes-Benz,GL-Class,5.0,74324.0,36500.0
2012,Mercedes-Benz,G-Class,44.0,39789.0,77000.0
2012,Porsche,911,48.0,4948.0,76500.0
2012,Ram,1500,45.0,29751.0,31800.0
2012,Ram,3500,49.0,27599.0,36700.0
2012,Ram,2500,49.0,14084.0,43000.0
2012,Ram,3500,39.0,39001.0,36600.0
2012,Toyota,Tundra,44.0,19458.0,33000.0
2011,Cadillac,Escalade,41.0,48273.0,38500.0
2011,Cadillac,Escalade,37.0,71322.0,32750.0
2011,Cadillac,Escalade,45.0,58820.0,32250.0
2011,Cadillac,Escalade,34.0,74694.0,32000.0
2011,BMW,M3,41.0,48778.0,36000.0
2011,BMW,X6,43.0,41003.0,36800.0
2011,Ford,F-350 Super Duty,31.0,88018.0,31000.0
2011,Ford,F-250 Super Duty,49.0,62209.0,38000.0
2011,Ford,F-250 Super Duty,34.0,100252.0,32500.0
2011,Ford,F-250 Super Duty,43.0,80183.0,33250.0
2011,Ford,F-250 Super Duty,38.0,83499.0,35000.0
2011,GMC,Sierra 1500,48.0,44836.0,32000.0
2011,GMC,Acadia,41.0,18794.0,31000.0
2011,Infiniti,QX56,49.0,80217.0,32000.0
2011,Jaguar,XJ,38.0,54937.0,33000.0
2011,Jaguar,XJ,41.0,44573.0,35200.0
2011,Jaguar,XJ,29.0,44138.0,34000.0
2011,Infiniti,QX56,34.0,21966.0,40800.0
2011,Land Rover,Range Rover Sport,41.0,46725.0,41500.0
2011,Land Rover,Range Rover Sport,36.0,51750.0,33750.0
2011,Land Rover,Range Rover Sport,36.0,37501.0,35000.0
2011,Land Rover,LR4,41.0,46208.0,33000.0
2011,Land Rover,Range Rover,49.0,19123.0,47900.0
2011,Land Rover,Range Rover Sport,33.0,35167.0,38250.0
2011,Land Rover,Range Rover Sport,45.0,45553.0,34750.0
2011,Mercedes-Benz,E-Class,33.0,19765.0,32000.0
2015,Chevrolet,Tahoe,47.0,14034.0,41000.0
2015,Chevrolet,Suburban,3.0,49180.0,39500.0
2014,Chevrolet,SS,4.0,3602.0,36250.0
2011,Porsche,Panamera,44.0,31098.0,50250.0
2011,Porsche,Cayenne,44.0,39667.0,37500.0
2010,Cadillac,Escalade ESV,34.0,47477.0,32200.0
2010,Chevrolet,Corvette,25.0,19348.0,39250.0
2010,Chevrolet,Tahoe,47.0,45944.0,32500.0
2010,Dodge,Ram Pickup 3500,42.0,25998.0,37100.0
2010,Ferrari,California,48.0,9884.0,125000.0
2014,Chevrolet,Traverse,45.0,19753.0,31500.0
2014,Chevrolet,Tahoe,43.0,31388.0,31000.0
2014,Chevrolet,Tahoe,46.0,27292.0,32000.0
2010,Ford,F-150,47.0,31715.0,33250.0
2010,Ford,F-150,44.0,41649.0,39300.0
2010,Ford,F-150,38.0,54755.0,33800.0
2010,Ford,F-250 Super Duty,42.0,91147.0,34500.0
2010,Mercedes-Benz,CL-Class,33.0,33295.0,37000.0
2010,Mercedes-Benz,CL-Class,37.0,26838.0,40000.0
2010,Toyota,Tundra,46.0,53823.0,32800.0
2009,Ford,F-450 Super Duty,46.0,25828.0,35900.0
2008,Ford,F-450 Super Duty,35.0,40378.0,34500.0
2008,Porsche,911,29.0,50736.0,55000.0
2008,Porsche,911,46.0,31347.0,65500.0
2006,Dodge,Viper,36.0,16642.0,40500.0
2005,Bentley,Continental GT,49.0,42409.0,54000.0
2015,Ford,F-350 Super Duty,5.0,13977.0,43700.0
2015,Chevrolet,Tahoe,45.0,13268.0,49800.0
2015,Chevrolet,Tahoe,48.0,18592.0,52750.0
2015,Ford,F-350 Super Duty,43.0,11893.0,51000.0
2014,Ford,F-350 Super Duty,38.0,97445.0,40000.0
2014,Ford,Expedition,44.0,19183.0,39750.0
2014,Ford,Expedition,33.0,34306.0,33600.0
2014,Ford,Expedition,43.0,33114.0,31000.0
2014,Ford,Expedition,42.0,35880.0,31800.0
2014,Ford,Expedition,5.0,34449.0,30800.0
2015,Ford,Explorer,44.0,16471.0,33900.0
2015,Ford,Explorer,43.0,15421.0,32500.0
2015,Ford,Explorer,39.0,18108.0,33500.0
2014,Ford,F-150,48.0,12706.0,36200.0
2014,Ford,F-150,39.0,16028.0,34400.0
2014,Ford,F-150,5.0,12914.0,35600.0
2014,Ford,F-150,24.0,30009.0,34400.0
2014,Ford,F-150,42.0,11987.0,36000.0
2014,Ford,F-250 Super Duty,49.0,5337.0,31400.0
2015,Hyundai,Genesis,48.0,13435.0,39250.0
2015,Hyundai,Genesis,43.0,9544.0,32000.0
2015,GMC,Yukon XL,5.0,4075.0,55500.0
2014,GMC,Acadia,45.0,24415.0,35700.0
2014,Infiniti,Q50,45.0,13216.0,31250.0
2014,Infiniti,QX60,49.0,16850.0,31200.0
2014,Infiniti,QX60,36.0,16748.0,35800.0
2014,Jeep,Grand Cherokee,49.0,28294.0,37500.0
2014,Jeep,Grand Cherokee,4.0,23374.0,36200.0
2014,Jeep,Grand Cherokee,39.0,20312.0,31500.0
2014,Jeep,Wrangler,46.0,17290.0,31100.0
2014,Jeep,Wrangler,5.0,3581.0,32900.0
2014,Jeep,Wrangler,44.0,8873.0,33500.0
2014,Jeep,Wrangler,5.0,18787.0,33900.0
2015,Kia,K900,48.0,17775.0,41000.0
2014,Lexus,GS 350,49.0,5645.0,47000.0
2014,Land Rover,Range Rover Sport,36.0,16502.0,68500.0
2014,Lexus,GX 460,47.0,10310.0,45000.0
2014,Lexus,LS 460,42.0,4638.0,62200.0
2014,Lexus,IS 350,41.0,5231.0,39250.0
2014,Lexus,IS 350,42.0,8632.0,38500.0
2014,Lincoln,MKX,42.0,11260.0,34000.0
2014,Mercedes-Benz,G-Class,46.0,11370.0,124500.0
2014,Mercedes-Benz,GL-Class,44.0,11536.0,55500.0
2014,Mercedes-Benz,S-Class,5.0,969.0,83250.0
2014,Nissan,Pathfinder,49.0,4389.0,35250.0
2014,Nissan,GT-R,44.0,2969.0,74000.0
2014,Nissan,Pathfinder,49.0,15665.0,34500.0
2014,Nissan,Pathfinder,46.0,16125.0,31000.0
2014,Ram,2500,49.0,14002.0,44300.0
2014,Ram,2500,47.0,23898.0,43500.0
2014,Ram,2500,47.0,13243.0,44800.0
2014,Ram,2500,31.0,18875.0,44200.0
2014,Ram,1500,47.0,14166.0,39000.0
2014,Ram,2500,46.0,15785.0,43750.0
2014,Ram,2500,45.0,12362.0,48000.0
2014,Ram,2500,46.0,11168.0,44800.0
2014,Ram,2500,5.0,8945.0,44900.0
2014,Ram,2500,48.0,21968.0,43900.0
2014,Porsche,911,41.0,13327.0,71000.0
2014,Ram,1500,49.0,15102.0,33300.0
2014,Ram,3500,48.0,2745.0,38000.0
2014,Toyota,Avalon Hybrid,49.0,7390.0,31500.0
2014,Toyota,Tundra,47.0,7537.0,40100.0
2014,Toyota,Land Cruiser,47.0,14541.0,62100.0
2014,Toyota,Tundra,28.0,16263.0,43250.0
2013,Audi,S8,38.0,10821.0,74000.0
2013,Audi,A6,43.0,20966.0,35700.0
2013,Audi,TT RS,44.0,36125.0,42500.0
2013,Acura,MDX,43.0,28460.0,33400.0
2013,Audi,Q7,47.0,60303.0,30600.0
2013,BMW,5 Series,42.0,18011.0,32000.0
2013,BMW,X5,34.0,34321.0,43000.0
2013,Bentley,Continental GTC,44.0,2968.0,163000.0
2013,BMW,M5,48.0,12837.0,69500.0
2013,BMW,X5,37.0,38235.0,40200.0
2013,BMW,X5,36.0,51093.0,36750.0
2013,BMW,X3,42.0,16577.0,32750.0
2013,Cadillac,Escalade ESV,4.0,41905.0,42800.0
2013,Chevrolet,Silverado 1500,47.0,32077.0,31000.0
2013,Cadillac,SRX,42.0,33079.0,31200.0
2013,Cadillac,SRX,42.0,25364.0,33400.0
2013,Chevrolet,Suburban,41.0,55653.0,32300.0
2013,Cadillac,Escalade ESV,48.0,17429.0,53000.0
2013,Chevrolet,Suburban,47.0,63643.0,31000.0
2013,Chevrolet,Suburban,3.0,63626.0,31000.0
2013,Chevrolet,Suburban,48.0,59335.0,31900.0
2013,Chevrolet,Suburban,3.0,64855.0,30600.0
2013,Chevrolet,Silverado 2500HD,42.0,77450.0,37500.0
2013,Chevrolet,Corvette,41.0,20771.0,48200.0
2015,Nissan,GT-R,48.0,2839.0,84500.0
2013,Dodge,Challenger,5.0,3907.0,35400.0
2013,Dodge,Durango,41.0,20809.0,30750.0
2013,Ford,F-350 Super Duty,44.0,33428.0,45600.0
2013,Ford,F-350 Super Duty,45.0,27217.0,47200.0
2014,Audi,A6,48.0,9636.0,39000.0
2014,BMW,M6,42.0,4138.0,93250.0
2014,Audi,A5,42.0,14868.0,34600.0
2014,Acura,MDX,44.0,21109.0,40500.0
2014,BMW,5 Series,42.0,11798.0,36750.0
2014,Acura,RLX,47.0,4736.0,32200.0
2014,BMW,M6 Gran Coupe,46.0,15767.0,89200.0
2013,Ford,Explorer,35.0,30346.0,34900.0
2013,Ford,Expedition,4.0,38396.0,35300.0
2013,Ford,Expedition,4.0,22625.0,32000.0
2013,Ford,Explorer,36.0,42158.0,31500.0
2013,Ford,Explorer,45.0,20569.0,30900.0
2013,Ford,Explorer,4.0,16617.0,31200.0
2013,Ford,F-150,2.0,37148.0,39000.0
2013,Ford,F-150,39.0,53762.0,32000.0
2013,Ford,F-150,46.0,29288.0,34100.0
2013,Ford,F-150,29.0,42595.0,32600.0
2013,Ford,F-150,35.0,44705.0,33200.0
2013,Ford,F-250 Super Duty,42.0,42176.0,43000.0
2013,Lexus,ES 350,44.0,24404.0,31250.0
2013,Lexus,RX 350,46.0,28677.0,36750.0
2013,Mercedes-Benz,S-Class,36.0,20023.0,47000.0
2013,Porsche,Boxster,43.0,15095.0,42400.0
2013,Porsche,Panamera,41.0,8942.0,63200.0
2014,Chevrolet,Silverado 1500,48.0,28801.0,34000.0
2012,BMW,X5,4.0,48022.0,30800.0
2012,BMW,6 Series,35.0,54485.0,38200.0
2012,Jaguar,XJ,42.0,23785.0,45500.0
2012,Mercedes-Benz,CLS-Class,46.0,26654.0,46500.0
2012,Mercedes-Benz,M-Class,36.0,38544.0,33500.0
2012,Porsche,Cayenne,48.0,29523.0,47250.0
2012,Subaru,Impreza,41.0,20181.0,31500.0
2012,Toyota,Tacoma,49.0,24024.0,32800.0
2011,Chevrolet,Silverado 2500HD,5.0,49146.0,31500.0
2011,Chevrolet,Corvette,44.0,7485.0,41500.0
2011,Mercedes-Benz,CL-Class,4.0,41619.0,57500.0
2010,Audi,R8,5.0,18941.0,100000.0
2010,Land Rover,Range Rover,34.0,63435.0,31250.0
2010,Jaguar,XF,5.0,44077.0,33750.0
2010,Lexus,GX 460,43.0,62167.0,30700.0
2014,Chevrolet,Suburban,37.0,32701.0,38900.0
2009,Mercedes-Benz,SL-Class,4.0,47047.0,44500.0
2014,Ford,Expedition,46.0,19204.0,32000.0
2014,Ford,Expedition,48.0,18968.0,38600.0
2014,Ford,Expedition,5.0,32264.0,33600.0
2014,Ford,Explorer,41.0,7592.0,39000.0
2015,Ford,Explorer,48.0,15977.0,31500.0
2015,Ford,Explorer,5.0,15643.0,31900.0
2015,Ford,Explorer,48.0,13410.0,34500.0
2015,Ford,Explorer,47.0,18660.0,33500.0
2014,Ford,F-150,49.0,6938.0,35900.0
2014,Jeep,Grand Cherokee,5.0,25742.0,39000.0
2014,Mercedes-Benz,GL-Class,44.0,7953.0,70000.0
2014,Tesla,Model S,49.0,3746.0,73000.0
2013,BMW,X5,4.0,36817.0,31200.0
2013,Chevrolet,Silverado 3500HD,47.0,42827.0,41250.0
2013,Chevrolet,Malibu,28.0,49507.0,33500.0
2013,Chevrolet,Tahoe,44.0,21023.0,30600.0
2014,Audi,A6,47.0,6381.0,46500.0
2014,Acura,RLX,41.0,5741.0,35200.0
2013,Ford,F-150,41.0,9950.0,36100.0
2013,Ford,F-250 Super Duty,5.0,13499.0,48200.0
2015,BMW,X5,5.0,153.0,57000.0
2014,BMW,X3,47.0,4680.0,37000.0
2014,BMW,5 Series,48.0,6308.0,45750.0
2014,BMW,i8,5.0,603.0,158000.0
2014,BMW,X3,5.0,2074.0,37250.0
2013,Porsche,911,47.0,19105.0,69600.0
2013,Porsche,Boxster,49.0,6257.0,56500.0
2013,Tesla,Model S,46.0,13957.0,83750.0
2013,Ram,2500,4.0,21189.0,36600.0
2013,Toyota,Tacoma,5.0,17636.0,30600.0
2012,Audi,A6,41.0,39792.0,32600.0
2012,BMW,3 Series,39.0,34914.0,32000.0
2012,BMW,3 Series,45.0,29585.0,30750.0
2012,BMW,3 Series,44.0,15947.0,38750.0
2012,BMW,5 Series,43.0,31782.0,34750.0
2012,BMW,5 Series,43.0,34744.0,33000.0
2012,BMW,5 Series,44.0,49871.0,33000.0
2012,BMW,5 Series,43.0,33753.0,32500.0
2012,BMW,5 Series,44.0,24433.0,40750.0
2012,BMW,5 Series Gran Turismo,44.0,24190.0,32250.0
2012,BMW,5 Series Gran Turismo,44.0,35941.0,33000.0
2012,BMW,5 Series,41.0,29009.0,35250.0
2012,BMW,5 Series,42.0,41908.0,33250.0
2012,BMW,5 Series,47.0,16692.0,32500.0
2012,BMW,5 Series,41.0,47295.0,33600.0
2012,BMW,5 Series,41.0,38926.0,31000.0
2012,BMW,5 Series,45.0,34369.0,33000.0
2012,BMW,X5,4.0,41448.0,32000.0
2012,BMW,6 Series,46.0,11985.0,47250.0
2012,BMW,6 Series,43.0,17813.0,45000.0
2012,BMW,5 Series,44.0,52363.0,31100.0
2012,BMW,X5,45.0,43285.0,33000.0
2012,BMW,5 Series,44.0,36624.0,41750.0
2012,BMW,6 Series,43.0,35341.0,39100.0
2012,BMW,6 Series,44.0,28442.0,46750.0
2012,BMW,6 Series,3.0,21747.0,41900.0
2012,BMW,X3,36.0,9800.0,33000.0
2012,BMW,6 Series,41.0,19894.0,45000.0
2012,BMW,X5,48.0,29466.0,39000.0
2012,BMW,6 Series,44.0,21107.0,49000.0
2012,BMW,6 Series,47.0,27520.0,50000.0
2012,BMW,X5,43.0,28967.0,36250.0
2012,BMW,X5,43.0,20947.0,36000.0
2012,BMW,X5,46.0,38724.0,37500.0
2012,BMW,X5,37.0,31410.0,34000.0
2012,BMW,X5,39.0,15993.0,41250.0
2012,BMW,X6,44.0,29853.0,37000.0
2012,BMW,X5,4.0,30213.0,36000.0
2012,BMW,X5,43.0,36239.0,39000.0
2012,BMW,X6,28.0,25513.0,35000.0
2012,BMW,X5,35.0,31397.0,34000.0
2012,BMW,X5,41.0,52543.0,32250.0
2012,BMW,X6,43.0,38697.0,39500.0
2012,BMW,X5,42.0,20157.0,38750.0
2012,BMW,X6,4.0,52690.0,38750.0
2012,BMW,X6,25.0,32327.0,37250.0
2012,BMW,X5,43.0,37787.0,33500.0
2012,BMW,X5,37.0,26295.0,35500.0
2012,BMW,X5,4.0,26281.0,37500.0
2012,BMW,X5,4.0,22580.0,39000.0
2012,BMW,X6,41.0,57104.0,36000.0
2012,BMW,X5,42.0,21090.0,41500.0
2012,BMW,X5,41.0,27100.0,36000.0
2012,BMW,X6,3.0,29214.0,38000.0
2012,BMW,X6,35.0,33975.0,39000.0
2012,BMW,X5,39.0,42193.0,35000.0
2012,BMW,X5,41.0,45755.0,31750.0
2014,Cadillac,XTS,4.0,21170.0,33000.0
2014,Cadillac,Escalade,34.0,10633.0,44000.0
2012,Chevrolet,Silverado 2500HD,35.0,58892.0,33000.0
2012,Ford,F-150,42.0,33735.0,31400.0
2012,Ford,F-150,47.0,30343.0,38400.0
2012,Ford,F-150,44.0,28752.0,31300.0
2012,Ford,F-250 Super Duty,5.0,13711.0,43500.0
2012,Ford,F-150,44.0,36589.0,31300.0
2012,Ford,F-250 Super Duty,36.0,78508.0,36100.0
2012,Ford,F-150,43.0,47898.0,34100.0
2012,Ford,F-150,46.0,75808.0,30750.0
2014,Chevrolet,Camaro,44.0,4525.0,31800.0
2012,GMC,Yukon XL,3.0,41867.0,37250.0
2012,Infiniti,FX,45.0,17445.0,34600.0
2012,Infiniti,QX,48.0,34635.0,45000.0
2012,Infiniti,QX,48.0,33173.0,50000.0
2012,Land Rover,Range Rover,35.0,29767.0,49000.0
2012,Land Rover,LR4,42.0,48991.0,41500.0
2012,Lexus,RX 350,39.0,29939.0,30800.0
2012,Lexus,LS 460,45.0,31323.0,39000.0
2012,Lexus,RX 350,48.0,25970.0,31000.0
2012,Land Rover,Range Rover Sport,49.0,32358.0,43500.0
2012,Lexus,RX 350,44.0,19664.0,31200.0
2012,Lexus,RX 350,45.0,28783.0,30700.0
2012,Lincoln,Navigator,36.0,45480.0,31500.0
2012,Mercedes-Benz,CLS-Class,42.0,37151.0,42500.0
2012,Mercedes-Benz,CLS-Class,43.0,30049.0,43500.0
2012,Mercedes-Benz,CLS-Class,45.0,47692.0,42000.0
2012,Mercedes-Benz,CLS-Class,37.0,56332.0,39500.0
2012,Mercedes-Benz,M-Class,46.0,10543.0,39500.0
2012,Mercedes-Benz,E-Class,36.0,18962.0,31500.0
2012,Mercedes-Benz,M-Class,44.0,39157.0,33500.0
2012,Mercedes-Benz,M-Class,36.0,36055.0,36000.0
2012,Mercedes-Benz,E-Class,49.0,21226.0,56000.0
2012,Mercedes-Benz,E-Class,45.0,20615.0,31000.0
2012,Mercedes-Benz,E-Class,42.0,22677.0,31250.0
2012,Mercedes-Benz,SLK-Class,36.0,20583.0,33750.0
2012,Mercedes-Benz,S-Class,39.0,47913.0,41750.0
2012,Mercedes-Benz,S-Class,42.0,29075.0,46000.0
2012,Nissan,Armada,44.0,38444.0,31800.0
