year,make,model,condition,odometer,sellingprice
2012,Jeep,Wrangler,45.0,30850.0,31750.0
2012,Land Rover,Range Rover Evoque,36.0,45625.0,33500.0
2012,Land Rover,Range Rover Evoque,48.0,40742.0,36700.0
2012,Land Rover,LR4,42.0,39962.0,44000.0
2012,Lexus,GX 460,42.0,18580.0,40700.0
2012,Lexus,RX 350,44.0,37130.0,31500.0
2012,Lexus,RX 350,45.0,18847.0,32000.0
2012,Lexus,RX 350,44.0,20446.0,30700.0
2012,Mercedes-Benz,CLS-Class,42.0,62710.0,37000.0
2012,Mercedes-Benz,E-Class,38.0,21888.0,30600.0
2012,Mercedes-Benz,E-Class,42.0,18110.0,32000.0
2012,Mercedes-Benz,CLS-Class,44.0,13677.0,66500.0
2012,Mercedes-Benz,E-Class,39.0,29127.0,55500.0
2012,Mercedes-Benz,M-Class,35.0,39401.0,34000.0
2012,Mercedes-Benz,GL-Class,42.0,26692.0,42500.0
2012,Mercedes-Benz,S-Class,38.0,29684.0,44500.0
2012,Mercedes-Benz,M-Class,39.0,59257.0,32750.0
2012,Mercedes-Benz,M-Class,44.0,52220.0,32200.0
2012,Mercedes-Benz,GL-Class,41.0,25943.0,45000.0
2012,Mercedes-Benz,M-Class,27.0,58548.0,56250.0
2012,Mercedes-Benz,M-Class,3.0,49803.0,32250.0
2012,Mercedes-Benz,GL-Class,4.0,54757.0,31600.0
2012,Mercedes-Benz,M-Class,49.0,54285.0,33800.0
2012,Mercedes-Benz,M-Class,37.0,31237.0,36750.0
2012,Mercedes-Benz,M-Class,43.0,20950.0,37600.0
2012,Mercedes-Benz,M-Class,36.0,36787.0,33750.0
2012,Porsche,Cayman,38.0,34104.0,36000.0
2012,Ram,2500,5.0,32183.0,41200.0
2012,Porsche,Panamera,45.0,30280.0,80000.0
2012,Ram,1500,47.0,32375.0,32750.0
2012,Rolls-Royce,Ghost,45.0,14316.0,169500.0
2012,Ram,3500,42.0,76433.0,33600.0
2012,Toyota,Highlander Hybrid,41.0,46242.0,32500.0
2012,Volkswagen,Touareg,44.0,46372.0,32700.0
2011,BMW,X6,42.0,25577.0,38000.0
2011,BMW,X5 M,27.0,36068.0,41500.0
2011,BMW,M3,29.0,53686.0,31500.0
2011,Cadillac,Escalade Hybrid,42.0,29362.0,38000.0
2011,Cadillac,Escalade,4.0,86463.0,34600.0
2011,Cadillac,Escalade ESV,44.0,61401.0,37500.0
2014,Chevrolet,Suburban,36.0,17141.0,37000.0
2014,Chevrolet,Tahoe,49.0,28893.0,31800.0
2014,Chevrolet,Suburban,37.0,37559.0,38200.0
2014,Chevrolet,Tahoe,49.0,21746.0,33400.0
2014,Chevrolet,Tahoe,42.0,46121.0,38000.0
2014,Chevrolet,Suburban,43.0,32244.0,34800.0
2014,Chevrolet,Suburban,5.0,39235.0,40700.0
2014,Chevrolet,Tahoe,47.0,43122.0,39500.0
2014,Chevrolet,Tahoe,42.0,42135.0,39400.0
2014,Chevrolet,Tahoe,4.0,33678.0,40900.0
2011,Ford,F-150,5.0,34176.0,31000.0
2011,Ford,F-150,44.0,18212.0,32200.0
2011,Ford,F-150,37.0,49318.0,31000.0
2011,Ford,F-250 Super Duty,46.0,36291.0,33000.0
2011,Ford,F-250 Super Duty,27.0,40314.0,41600.0
2011,Ford,F-150,44.0,39303.0,44000.0
2011,Ford,F-150,42.0,47627.0,33100.0
2011,Ford,F-150,48.0,40261.0,31800.0
2011,Ford,Shelby GT500,45.0,17393.0,38000.0
2011,GMC,Sierra 3500HD,35.0,106059.0,32250.0
2011,GMC,Sierra 3500HD,44.0,65471.0,34900.0
2011,GMC,Sierra 2500HD,47.0,77159.0,37700.0
2011,Infiniti,QX56,26.0,63967.0,32500.0
2011,Infiniti,QX56,41.0,64855.0,33000.0
2011,Jaguar,XJ,39.0,42724.0,35400.0
2011,Infiniti,QX56,44.0,43089.0,39500.0
2011,Jaguar,XK,47.0,15039.0,46800.0
2011,Land Rover,Range Rover,32.0,44551.0,40500.0
2011,Land Rover,Range Rover Sport,34.0,51006.0,37500.0
2011,Lexus,LS 460,43.0,44304.0,34000.0
2011,Land Rover,Range Rover Sport,36.0,45749.0,35800.0
2011,Lexus,GX 460,47.0,55180.0,36100.0
2011,Land Rover,Range Rover Sport,5.0,50485.0,34500.0
2011,Mercedes-Benz,S-Class,39.0,45382.0,40500.0
2011,Mercedes-Benz,Sprinter,38.0,37799.0,31250.0
2011,Mercedes-Benz,S-Class,36.0,39688.0,40500.0
2011,Mercedes-Benz,GL-Class,36.0,23581.0,32750.0
2011,Mercedes-Benz,S-Class,43.0,52826.0,34500.0
2011,Nissan,Armada,45.0,30462.0,31500.0
2011,Porsche,Cayenne,44.0,31214.0,46250.0
2011,Porsche,Cayenne,37.0,53616.0,52750.0
2011,Ram,3500,36.0,120168.0,32000.0
2011,Ram,2500,44.0,46907.0,31500.0
2011,Ram,3500,39.0,51178.0,33000.0
2015,Chevrolet,Suburban,42.0,28511.0,46250.0
2015,Chevrolet,Suburban,44.0,18470.0,45400.0
2015,Chevrolet,Tahoe,48.0,14627.0,42000.0
2015,Chevrolet,Tahoe,47.0,21698.0,42500.0
2015,Chevrolet,Tahoe,39.0,27884.0,41200.0
2015,Chevrolet,Tahoe,34.0,14598.0,43500.0
2010,Audi,R8,43.0,21128.0,99000.0
2010,BMW,M3,46.0,53470.0,34600.0
2010,Cadillac,Escalade,46.0,17673.0,37500.0
2010,GMC,Sierra 2500HD,4.0,68631.0,32000.0
2010,Land Rover,Range Rover,34.0,85858.0,32250.0
2010,Lexus,LX 570,33.0,88026.0,38100.0
2010,Mercedes-Benz,S-Class,41.0,66827.0,32000.0
2010,Mercedes-Benz,S-Class,39.0,41294.0,38500.0
2010,Mercedes-Benz,S-Class,3.0,45550.0,37000.0
2010,Mercedes-Benz,G-Class,49.0,56728.0,69000.0
2008,Bentley,Continental GT Speed,42.0,34009.0,73500.0
2008,Chevrolet,Silverado 2500HD,35.0,99034.0,31750.0
2008,Chevrolet,Corvette,39.0,28386.0,39700.0
2008,Ford,F-450 Super Duty,37.0,40606.0,32250.0
2008,HUMMER,H2,41.0,64468.0,32000.0
2008,Lexus,LX 570,31.0,144775.0,38750.0
2008,Porsche,911,49.0,55223.0,60000.0
2014,Dodge,Durango,49.0,14642.0,31000.0
2014,Dodge,Durango,4.0,10574.0,30700.0
2007,Chevrolet,Silverado 2500HD,33.0,47156.0,36750.0
2006,Bentley,Continental Flying Spur,46.0,13972.0,62500.0
2015,Ford,Explorer,39.0,19420.0,33600.0
2015,Ford,Explorer,44.0,16816.0,32300.0
2015,Ford,Explorer,42.0,14247.0,34300.0
2015,Ford,Explorer,5.0,24151.0,33400.0
2015,Ford,F-250 Super Duty,49.0,10487.0,51000.0
2014,Ford,Expedition,5.0,18332.0,33500.0
2014,Ford,Expedition,5.0,23415.0,33500.0
2014,Ford,Expedition,44.0,22835.0,31700.0
2014,Ford,Expedition,49.0,20124.0,34500.0
2014,Ford,Expedition,49.0,41937.0,31000.0
2014,Ford,Expedition,5.0,14847.0,32900.0
2014,Ford,Expedition,49.0,17752.0,35000.0
2014,Ford,Expedition,5.0,23774.0,35100.0
2014,Ford,Explorer,46.0,21309.0,31000.0
2014,Ford,Expedition,5.0,23391.0,34200.0
2014,Ford,Expedition,43.0,19478.0,31300.0
2014,Ford,Expedition,49.0,33137.0,32100.0
2014,Ford,Expedition,49.0,33367.0,31500.0
2014,Ford,Expedition,42.0,38852.0,33000.0
2014,Ford,Expedition,49.0,29069.0,31400.0
2014,Ford,Expedition,49.0,35534.0,31800.0
2014,Ford,Expedition,39.0,31914.0,31500.0
2014,Ford,Explorer,39.0,13319.0,32700.0
2014,Ford,Expedition,47.0,13478.0,40800.0
2014,Ford,Expedition,41.0,23828.0,35700.0
2014,Ford,Expedition,5.0,3621.0,42200.0
2014,Ford,Expedition,5.0,28209.0,32000.0
2014,Ford,Expedition,44.0,17002.0,33700.0
2014,Ford,Expedition,49.0,28947.0,31500.0
2014,Ford,Expedition,5.0,28939.0,33000.0
2014,Ford,Expedition,44.0,29889.0,31800.0
2014,Ford,Expedition,5.0,11863.0,43000.0
2014,Ford,Expedition,47.0,34464.0,31200.0
2014,Ford,Expedition,5.0,33966.0,32300.0
2014,Ford,Explorer,5.0,7306.0,31200.0
2014,Ford,Explorer,49.0,1734.0,32800.0
2014,Ford,Explorer,41.0,33002.0,30600.0
2014,Ford,Explorer,38.0,22848.0,32700.0
2014,Ford,Explorer,45.0,8086.0,36800.0
2014,Ford,F-150,44.0,17474.0,34400.0
2014,Ford,F-150,49.0,17851.0,30600.0
2014,Ford,F-150,5.0,2252.0,54500.0
2014,Ford,F-150,29.0,16.0,40000.0
2014,Ford,F-250 Super Duty,37.0,36060.0,47000.0
2014,Ford,F-250 Super Duty,49.0,52.0,45800.0
2014,Ford,Taurus,49.0,14355.0,38000.0
2014,GMC,Acadia,49.0,12824.0,32100.0
2014,GMC,Acadia,44.0,22934.0,30600.0
2014,GMC,Sierra 1500,36.0,4779.0,32500.0
2014,GMC,Sierra 1500,5.0,8257.0,31000.0
2015,Jeep,Wrangler,46.0,408.0,35500.0
2014,Infiniti,Q50,45.0,12849.0,35000.0
2014,Infiniti,Q60 Convertible,44.0,8250.0,40000.0
2014,Infiniti,QX70,42.0,23578.0,33400.0
2014,Infiniti,QX70,37.0,11731.0,36700.0
2014,Infiniti,QX60,49.0,10779.0,35000.0
2014,Jeep,Grand Cherokee,42.0,14080.0,32900.0
2014,Jeep,Grand Cherokee,47.0,16305.0,36200.0
2014,Jeep,Grand Cherokee,49.0,14676.0,36500.0
2014,Jeep,Grand Cherokee,48.0,26544.0,34000.0
2014,Jeep,Wrangler,5.0,3905.0,35000.0
2014,Land Rover,Range Rover Sport,48.0,27703.0,71500.0
2014,Land Rover,Range Rover,5.0,2282.0,110000.0
2014,Land Rover,Range Rover Evoque,49.0,10840.0,36800.0
2014,Land Rover,Range Rover Sport,48.0,7147.0,76500.0
2015,Mercedes-Benz,GL-Class,5.0,240.0,73500.0
2015,Lexus,RX 350,49.0,6102.0,42100.0
2014,Lexus,IS 350,44.0,1332.0,36100.0
2014,Lexus,LS 460,44.0,14677.0,61500.0
2014,Lexus,GX 460,38.0,11842.0,46750.0
2014,Land Rover,Range Rover,46.0,5194.0,131000.0
2014,Lincoln,MKZ,48.0,3073.0,32400.0
2014,Lexus,GS 350,5.0,2964.0,42700.0
2014,Lexus,ES 350,49.0,5305.0,30700.0
2014,Lexus,GX 460,41.0,21485.0,46000.0
2014,Lincoln,MKT,46.0,31774.0,34100.0
2014,Lincoln,MKZ,45.0,10948.0,33000.0
2014,Lincoln,MKS,5.0,1231.0,30900.0
2014,Lexus,LS 460,45.0,15071.0,57400.0
2014,Lexus,RX 350,49.0,1502.0,45300.0
2014,Lincoln,Navigator,48.0,5700.0,45100.0
2014,Lincoln,Navigator,44.0,6095.0,37000.0
2014,Lincoln,Navigator,49.0,18416.0,40000.0
2014,Mercedes-Benz,E-Class,5.0,1356.0,76000.0
2014,Mercedes-Benz,E-Class,44.0,10782.0,42000.0
2014,Mercedes-Benz,CLA-Class,47.0,10704.0,33000.0
2014,Mercedes-Benz,S-Class,48.0,3491.0,106400.0
2014,Mercedes-Benz,GLK-Class,5.0,1666.0,36000.0
2014,Mercedes-Benz,GLK-Class,41.0,12184.0,37400.0
2014,Mercedes-Benz,M-Class,43.0,4169.0,41500.0
2014,Mercedes-Benz,S-Class,5.0,22.0,80000.0
2014,Mercedes-Benz,Sprinter,47.0,23.0,39500.0
2014,Mercedes-Benz,E-Class,4.0,14772.0,43200.0
2014,Mercedes-Benz,E-Class,5.0,725.0,38250.0
2014,Mercedes-Benz,GLK-Class,44.0,2170.0,36500.0
2014,Mercedes-Benz,GLK-Class,45.0,10601.0,36000.0
2014,Porsche,Panamera,46.0,8047.0,75000.0
2014,Ram,2500,39.0,21535.0,44000.0
2014,Ram,2500,5.0,17994.0,43700.0
2014,Ram,2500,2.0,22683.0,33000.0
2014,Ram,2500,5.0,44025.0,41700.0
2014,Ram,2500,36.0,19473.0,33700.0
2014,Ram,2500,3.0,13526.0,35000.0
2014,Ram,2500,3.0,20698.0,33500.0
2014,Ram,2500,3.0,29367.0,33000.0
2014,Ram,2500,47.0,32346.0,42600.0
2014,Ram,2500,5.0,17982.0,34700.0
2014,Ram,2500,39.0,14415.0,43700.0
2014,Ram,2500,3.0,30051.0,33500.0
2014,Subaru,Impreza WRX,21.0,19533.0,32000.0
2014,Audi,A6,49.0,8960.0,37000.0
2014,Audi,A6,48.0,6445.0,35750.0
2014,Toyota,Avalon,48.0,3474.0,31000.0
2014,Toyota,Sienna,36.0,12820.0,35100.0
2013,Audi,S5,26.0,37459.0,37250.0
2013,Audi,A6,46.0,17217.0,42750.0
2013,Audi,A7,41.0,18733.0,49250.0
2013,BMW,5 Series,44.0,32340.0,36200.0
2013,Audi,Q7,4.0,32281.0,40250.0
2013,Audi,A8,45.0,17391.0,47500.0
2013,Audi,A5,37.0,14713.0,30800.0
2013,Audi,Q5,47.0,36697.0,37200.0
2013,Audi,A8,42.0,9802.0,55000.0
2013,Audi,Q7,43.0,15945.0,41500.0
2013,Audi,A6,48.0,17740.0,34000.0
2013,Audi,allroad,43.0,30270.0,31800.0
2013,BMW,7 Series,42.0,9666.0,55000.0
2013,BMW,6 Series Gran Coupe,24.0,23378.0,52000.0
2013,Cadillac,Escalade,44.0,42031.0,40000.0
2013,Cadillac,CTS Coupe,45.0,12065.0,31000.0
2013,BMW,X5,44.0,38488.0,35200.0
2013,BMW,X5,44.0,32857.0,39000.0
2013,BMW,X5,47.0,39772.0,43400.0
2013,Chevrolet,Suburban,43.0,62269.0,31600.0
2013,Chevrolet,Black Diamond Avalanche,47.0,33497.0,36500.0
2013,Chevrolet,Silverado 3500HD,49.0,14476.0,46000.0
2013,Chevrolet,Suburban,43.0,55665.0,32600.0
2013,Chevrolet,Silverado 2500HD,39.0,16602.0,41000.0
2013,Chevrolet,Suburban,35.0,54527.0,30600.0
2013,Chevrolet,Black Diamond Avalanche,43.0,36556.0,33600.0
2013,Chevrolet,Suburban,43.0,53985.0,32500.0
2013,Chevrolet,Suburban,47.0,16526.0,42800.0
2014,BMW,4 Series,45.0,6927.0,34700.0
2014,BMW,3 Series,48.0,17342.0,32250.0
2013,Chevrolet,Tahoe,34.0,29506.0,33000.0
2013,Dodge,Charger,42.0,13330.0,33800.0
2013,Ford,Explorer,44.0,17696.0,30700.0
2013,Ford,Explorer,45.0,14289.0,35300.0
2013,Ford,Explorer,45.0,17199.0,31900.0
2013,Ford,Explorer,5.0,35035.0,34400.0
2014,BMW,X3,45.0,5293.0,36000.0
2014,BMW,X5,5.0,8284.0,55000.0
2014,BMW,M5,42.0,10221.0,70500.0
2014,BMW,6 Series Gran Coupe,41.0,15163.0,58300.0
2014,BMW,X5,49.0,8452.0,53000.0
2014,BMW,X5,5.0,7106.0,54000.0
2014,BMW,X3,42.0,26716.0,37500.0
2014,BMW,X6,28.0,31177.0,43500.0
2014,BMW,X5,26.0,8125.0,50000.0
2014,BMW,X5,46.0,7343.0,56000.0
2014,BMW,X5,46.0,23263.0,49000.0
2014,BMW,X6,44.0,52031.0,42500.0
2013,Ford,F-150,39.0,23732.0,33600.0
2013,Ford,F-150,47.0,11534.0,34700.0
2013,Ford,F-150,5.0,1298.0,32800.0
2013,Ford,F-150,5.0,17215.0,36000.0
2013,Ford,F-150,44.0,32303.0,36800.0
2013,Ford,F-250 Super Duty,38.0,47058.0,46250.0
2013,Ford,F-250 Super Duty,49.0,8073.0,47700.0
2013,Ford,F-150,45.0,11457.0,48000.0
2013,Ford,F-150,47.0,14918.0,36800.0
2013,Ford,F-150,47.0,8270.0,40000.0
2013,Ford,F-150,41.0,36612.0,32400.0
2013,Ford,F-250 Super Duty,36.0,46513.0,39900.0
2013,Ford,F-150,49.0,30546.0,33400.0
2013,Ford,F-150,46.0,6193.0,36100.0
2013,Ford,F-150,5.0,24172.0,33300.0
2013,Ford,F-150,41.0,22502.0,36700.0
2013,Ford,F-150,39.0,58314.0,32500.0
2013,Ford,Fusion,38.0,36553.0,32600.0
2013,Ford,Fusion,45.0,33356.0,33500.0
2013,GMC,Acadia,5.0,33716.0,34750.0
2013,Ford,Shelby GT500,46.0,7419.0,50000.0
2013,GMC,Yukon,41.0,40954.0,39800.0
2013,GMC,Sierra 1500,35.0,22277.0,30600.0
2013,GMC,Yukon,37.0,23662.0,41700.0
2013,GMC,Yukon,42.0,40055.0,38900.0
2013,GMC,Yukon,35.0,41362.0,38900.0
2014,Cadillac,CTS,4.0,20255.0,38000.0
2013,Land Rover,Range Rover,48.0,13610.0,85000.0
2013,Lexus,GS 350,4.0,16268.0,33300.0
2013,Lexus,RX 450h,41.0,30865.0,35500.0
2013,Lexus,GS 350,38.0,27265.0,35700.0
2013,Lexus,GS 350,42.0,33298.0,31000.0
2013,Lexus,LX 570,44.0,40648.0,63000.0
2013,Lexus,RX 450h,44.0,10627.0,40750.0
2013,Lexus,GS 350,28.0,19091.0,36200.0
2013,Lexus,LX 570,44.0,30751.0,63800.0
2013,Lexus,LX 570,36.0,39558.0,57250.0
2013,Lexus,RX 350,39.0,20326.0,32200.0
2013,Lexus,GS 350,41.0,38835.0,32000.0
2013,Lincoln,Navigator,39.0,43660.0,33800.0
2013,Mercedes-Benz,E-Class,37.0,15068.0,49750.0
2013,Mercedes-Benz,E-Class,41.0,23654.0,32250.0
2013,Mercedes-Benz,E-Class,41.0,22631.0,32500.0
2013,Mercedes-Benz,E-Class,39.0,10531.0,34000.0
2013,Mercedes-Benz,E-Class,42.0,32183.0,36250.0
2013,Mercedes-Benz,E-Class,41.0,14791.0,33500.0
2013,Mercedes-Benz,E-Class,4.0,20688.0,32500.0
2013,Mercedes-Benz,E-Class,41.0,10189.0,32500.0
2013,Mercedes-Benz,E-Class,39.0,8530.0,42250.0
2013,Mercedes-Benz,E-Class,36.0,16836.0,33000.0
2013,Mercedes-Benz,E-Class,38.0,15910.0,33000.0
2013,Mercedes-Benz,E-Class,37.0,22724.0,33250.0
2013,Mercedes-Benz,E-Class,37.0,17897.0,35500.0
2014,Cadillac,XTS,4.0,3724.0,33100.0
2014,Cadillac,XTS,3.0,11927.0,32900.0
2014,Chevrolet,Silverado 1500,49.0,7882.0,30900.0
2014,Cadillac,XTS,4.0,11817.0,33000.0
2014,Chevrolet,Silverado 1500,4.0,8688.0,30750.0
2014,Chevrolet,Silverado 1500,5.0,1313.0,32000.0
2014,Chevrolet,Silverado 1500,49.0,20721.0,37800.0
2014,Chevrolet,Silverado 1500,48.0,16532.0,33000.0
2013,Mercedes-Benz,GL-Class,37.0,38113.0,46500.0
2013,Mercedes-Benz,SL-Class,36.0,3820.0,76500.0
2013,Mercedes-Benz,GLK-Class,47.0,14264.0,30750.0
2013,Mercedes-Benz,S-Class,39.0,35172.0,48000.0
2013,Mercedes-Benz,GL-Class,39.0,24516.0,55000.0
2013,Mercedes-Benz,GL-Class,37.0,16950.0,49000.0
2013,Mercedes-Benz,GLK-Class,45.0,9734.0,30750.0
2013,Mercedes-Benz,SL-Class,44.0,9336.0,73000.0
2013,Nissan,GT-R,43.0,9061.0,70000.0
2013,Porsche,Boxster,44.0,9637.0,43600.0
2013,Porsche,Boxster,47.0,37814.0,37800.0
2013,Porsche,911,48.0,11771.0,71000.0
2013,Ram,3500,43.0,39677.0,33600.0
2013,Toyota,4Runner,36.0,31766.0,35500.0
2013,Toyota,Tundra,34.0,45655.0,33900.0
2013,Toyota,Tundra,42.0,8320.0,38000.0
2013,Toyota,Tundra,46.0,16261.0,31500.0
2014,Chevrolet,Corvette Stingray,48.0,4734.0,61750.0
2012,Audi,A8,49.0,50486.0,40200.0
2012,Audi,Q7,45.0,17068.0,37800.0
2012,BMW,3 Series,38.0,33900.0,36000.0
2012,BMW,5 Series,44.0,34146.0,34000.0
2012,BMW,5 Series,37.0,31373.0,34000.0
2012,BMW,5 Series,39.0,32119.0,34300.0
2012,BMW,6 Series,31.0,19708.0,47000.0
2012,BMW,5 Series,37.0,40113.0,32500.0
2012,BMW,X5,38.0,32277.0,40000.0
2012,BMW,X6,28.0,36072.0,38000.0
2012,BMW,X5,39.0,55013.0,31900.0
2012,Bentley,Continental GT,41.0,18386.0,125000.0
2012,Chevrolet,Silverado 3500HD,42.0,28625.0,40700.0
2012,Chevrolet,Corvette,39.0,37054.0,36200.0
2012,Ford,F-350 Super Duty,28.0,50492.0,36400.0
2012,Ford,F-150,5.0,29695.0,33300.0
2012,Ford,F-250 Super Duty,45.0,27919.0,35700.0
2012,Ford,F-250 Super Duty,32.0,43723.0,39750.0
2012,Ford,F-250 Super Duty,46.0,12399.0,34900.0
2012,Ford,F-150,49.0,55773.0,34250.0
2012,Ford,Mustang,48.0,45174.0,33000.0
2012,GMC,Sierra 1500,43.0,35683.0,33200.0
2012,GMC,Yukon,41.0,32784.0,37750.0
2012,Jaguar,XF,42.0,3821.0,32000.0
2012,Land Rover,Range Rover Evoque,5.0,41279.0,33250.0
2012,Land Rover,Range Rover,45.0,28860.0,44300.0
2012,Lexus,RX 450h,39.0,41039.0,34000.0
2012,Mercedes-Benz,E-Class,42.0,17467.0,38500.0
2012,Mercedes-Benz,CLS-Class,42.0,33566.0,42500.0
2012,Mercedes-Benz,E-Class,41.0,20445.0,33000.0
2012,Mercedes-Benz,CLS-Class,43.0,31096.0,44000.0
2012,Mercedes-Benz,CLS-Class,4.0,29523.0,43500.0
2012,Mercedes-Benz,CL-Class,41.0,44797.0,50500.0
2012,Mercedes-Benz,CLS-Class,47.0,33574.0,42000.0
2012,Mercedes-Benz,CLS-Class,5.0,37073.0,44100.0
2012,Mercedes-Benz,E-Class,44.0,45085.0,34000.0
2012,Mercedes-Benz,E-Class,38.0,15067.0,30750.0
2012,Mercedes-Benz,M-Class,44.0,44629.0,36750.0
2012,Mercedes-Benz,M-Class,38.0,35699.0,36000.0
2012,Mercedes-Benz,M-Class,33.0,33954.0,33000.0
2012,Mercedes-Benz,S-Class,35.0,35606.0,43750.0
2012,Mercedes-Benz,M-Class,38.0,17288.0,38750.0
2012,Mercedes-Benz,S-Class,48.0,41983.0,46250.0
2012,Mercedes-Benz,M-Class,46.0,43478.0,37000.0
2012,Mercedes-Benz,SL-Class,49.0,38176.0,54200.0
2012,Mercedes-Benz,SLK-Class,24.0,25340.0,32500.0
2014,Chevrolet,Camaro,4.0,8012.0,41000.0
2012,Ram,1500,31.0,20878.0,32000.0
2012,Porsche,Panamera,21.0,22752.0,54250.0
2012,Ram,1500,43.0,30763.0,33000.0
2012,Porsche,Panamera,42.0,32871.0,59750.0
2012,Ram,2500,19.0,30911.0,32750.0
2012,Ram,3500,44.0,44104.0,33300.0
2012,Ram,3500,44.0,61710.0,41750.0
2012,Toyota,Highlander,48.0,29720.0,31750.0
2011,BMW,M3,29.0,36568.0,36250.0
2011,BMW,5 Series,31.0,49875.0,31500.0
2011,Cadillac,Escalade,45.0,42690.0,37800.0
2011,Cadillac,Escalade,38.0,16114.0,36100.0
2011,Cadillac,Escalade ESV,38.0,54258.0,38000.0
2011,Cadillac,Escalade ESV,29.0,56853.0,34500.0
2011,Cadillac,Escalade,42.0,64467.0,31400.0
2011,Ford,F-250 Super Duty,42.0,74279.0,33500.0
2011,Ford,F-150,36.0,57504.0,41300.0
2011,Ford,F-250 Super Duty,44.0,64879.0,34100.0
2011,Ford,Shelby GT500,44.0,3040.0,40000.0
2011,Infiniti,QX56,47.0,104013.0,32000.0
2011,Land Rover,Range Rover,46.0,53456.0,38200.0
2011,Mercedes-Benz,E-Class,44.0,22315.0,35250.0
2011,Mercedes-Benz,S-Class,37.0,18585.0,42250.0
2011,Mercedes-Benz,E-Class,49.0,35808.0,44500.0
2011,Mercedes-Benz,S-Class,37.0,25376.0,35250.0
2011,Porsche,911,48.0,4459.0,63800.0
2011,Porsche,Cayenne,46.0,61177.0,40250.0
2011,Ram,2500,4.0,95721.0,36400.0
2011,Toyota,Sequoia,23.0,69956.0,33000.0
2011,Toyota,Sequoia,46.0,52242.0,41200.0
2015,Chevrolet,Suburban,48.0,15176.0,52500.0
2015,Chevrolet,Tahoe,5.0,17573.0,42500.0
2015,Chevrolet,Suburban,5.0,19502.0,47100.0
2014,Chevrolet,Tahoe,43.0,43115.0,41300.0
2014,Chevrolet,Traverse,3.0,12722.0,31800.0
2014,Chevrolet,Suburban,44.0,31227.0,34900.0
2014,Chevrolet,Tahoe,41.0,36161.0,41400.0
2014,Chevrolet,Tahoe,45.0,36657.0,31000.0
2014,Chevrolet,Suburban,42.0,34192.0,31500.0
2010,Ford,F-150,36.0,60191.0,34000.0
2014,Chevrolet,Traverse,4.0,12899.0,35200.0
2010,Mercedes-Benz,CL-Class,36.0,31506.0,40000.0
2009,Mercedes-Benz,C-Class,41.0,51902.0,31400.0
2008,Ford,F-250 Super Duty,27.0,34659.0,31500.0
2007,Chevrolet,Silverado 2500HD,38.0,65918.0,31200.0
2006,Bentley,Continental Flying Spur,3.0,35070.0,48500.0
2015,Chevrolet,Tahoe,46.0,26183.0,51300.0
2015,Ford,Explorer,49.0,15308.0,34000.0
2014,Ford,Expedition,5.0,18373.0,34500.0
2014,Ford,Expedition,5.0,22229.0,31400.0
2014,Ford,Expedition,42.0,25154.0,35200.0
2014,Ford,Expedition,49.0,33949.0,33500.0
2002,Mercedes-Benz,G-Class,41.0,78817.0,31000.0
2014,Ford,Explorer,49.0,17239.0,35000.0
2014,Ford,Expedition,5.0,35141.0,31500.0
2014,Ford,Explorer,48.0,12342.0,32300.0
2014,Ford,Expedition,47.0,22629.0,33500.0
2014,Ford,F-250 Super Duty,42.0,22504.0,46500.0
2014,Ford,F-250 Super Duty,41.0,16432.0,32200.0
2014,Ford,F-250 Super Duty,44.0,29578.0,41000.0
2015,GMC,Yukon,5.0,13750.0,49000.0
2015,GMC,Yukon,4.0,5918.0,52800.0
2014,Ford,F-250 Super Duty,5.0,39017.0,45000.0
2014,Ford,Shelby GT500,43.0,17529.0,50750.0
2014,GMC,Sierra 1500,39.0,26650.0,31000.0
2014,GMC,Sierra 1500,38.0,28106.0,32200.0
2014,GMC,Yukon XL,37.0,39168.0,31000.0
2014,GMC,Yukon XL,44.0,19068.0,35800.0
2015,Jeep,Wrangler,49.0,534.0,32000.0
2014,Infiniti,QX60,48.0,13596.0,36000.0
2014,Infiniti,QX60,47.0,11937.0,37750.0
2014,Infiniti,QX60,44.0,17420.0,31500.0
2014,Infiniti,QX70,36.0,18745.0,31500.0
2014,Infiniti,QX80,46.0,9053.0,60000.0
2014,Infiniti,QX60,37.0,12277.0,32500.0
2014,Jeep,Grand Cherokee,4.0,17459.0,30800.0
2014,Jeep,Grand Cherokee,48.0,25284.0,31500.0
2014,Jeep,Grand Cherokee,5.0,18565.0,32750.0
2014,Jeep,Grand Cherokee,4.0,21668.0,36500.0
2014,Jeep,Grand Cherokee,5.0,18719.0,31800.0
2014,Lexus,GS 350,5.0,4891.0,37000.0
2014,Lexus,IS 350,37.0,11526.0,34000.0
2014,Lexus,IS 250,44.0,5992.0,32500.0
2014,Mercedes-Benz,S-Class,43.0,13349.0,80000.0
2014,Mercedes-Benz,CLS-Class,5.0,2316.0,56500.0
2014,Mercedes-Benz,CLA-Class,46.0,13354.0,30600.0
2014,Mercedes-Benz,M-Class,39.0,5283.0,53250.0
2014,Mercedes-Benz,CLA-Class,47.0,13365.0,30600.0
2014,Mercedes-Benz,CLA-Class,48.0,838.0,48750.0
2014,Mercedes-Benz,GL-Class,45.0,23888.0,54900.0
2014,Mercedes-Benz,M-Class,5.0,11344.0,44500.0
2014,Mercedes-Benz,CLA-Class,41.0,14058.0,31200.0
2014,Mercedes-Benz,GL-Class,49.0,12809.0,64000.0
